textos;ODS
Además, en 2008 se produjeron alrededor de 3.500 millones de litros de etanol (IEA, 2009b). La creciente preocupación por la seguridad energética de la Unión Europea y el aumento de las emisiones de GEI han sido los principales impulsores de la implementación de leyes destinadas a promover la producción y el consumo de energías renovables y, además, han llevado a la Página | 34 adopción de la Directiva 2003/30/CE en 2003 que definió objetivos de mezcla no vinculantes del 2 % en 2005 y del 5,75 % en 2010. En abril de 2009, el Parlamento Europeo adoptó la Directiva 2009/28/CE sobre la promoción del uso de energía procedente de fuentes renovables (Directiva sobre energías renovables). Su objetivo es lograr un ahorro de emisiones de 600-900 Mt C02 por año y una reducción en el consumo de combustibles fósiles de 200-300 Mt por año en la Unión Europea (CE, 2008).;12
"Estos indicadores incluyen, por ejemplo, la capacidad de registrar a personas con esquizofrenia, trastorno bipolar y otras psicosis y una serie de pruebas de detección (IMC, consumo de alcohol, glucosa en sangre) para pacientes con esquizofrenia, trastorno bipolar y otras psicosis. También existe un indicador QOF para ""El porcentaje de pacientes en el registro que tienen un plan de atención integral documentado en los registros acordados entre las personas, sus familiares y/o cuidadores según corresponda"" (BMA (2014). Para una lista completa de indicadores QoF 2013/14 ver BMA, 2014).";3
"La adhesión al ""estado de derecho"" implica un fuerte compromiso con la coherencia: la creencia de que en toda la jurisdicción y en el tiempo los jueces deben tratar casos similares de la misma manera. Durante más de un siglo, la búsqueda de este objetivo por parte del poder judicial de los EE. UU. se ha basado principalmente en informes legales impresos. Con una rapidez inquietante, la tecnología digital ha desplazado ese sistema, en la práctica, si no en la forma en que los abogados y jueces hablan y piensan sobre la jurisprudencia. Este artículo explora las ganancias que uno podría esperar de un sistema de ""coherencia judicial"" liberado de las limitaciones de la impresión, los posibles efectos sobre los conceptos de precedentes, así como los desafíos y las fuerzas de resistencia que se interponen en el camino del cambio.";16
Esto normalmente se refiere a la equidad de los resultados educativos. Una forma de ver esto es comparar el rendimiento de los estudiantes en diferentes escuelas del sistema educativo. Por ejemplo, en la escala de competencia lectora de PISA de 2009, la variación del desempeño entre las escuelas en Finlandia fue del 7,7 % en comparación con la variación promedio de la OCDE del 42 % (OCDE, 2010a).;4
"Los servicios no intensivos en conocimiento corresponden al suministro de electricidad, gas y agua, la construcción, el comercio, la hostelería y la restauración. La ""intensidad de cualificación"" se basa en la distribución de los salarios medios entre las empresas, donde ""poco cualificado"" se refiere al primer cuartil, ""medianamente cualificado"" al segundo cuartil, ""medianamente cualificado"" al tercer cuartil y ""muy cualificado"" al cuarto cuartil. Las desviaciones estándar se promedian primero dentro de cada grupo y país, y posteriormente se promedian entre los siguientes países: Alemania, Bélgica, España, Finlandia, Francia, Italia, Países Bajos, Reino Unido, República Checa y Suecia. La utilización de ponderaciones por categoría de tamaño de empresa e industria dentro de cada país no cambia cualitativamente los resultados.";8
Lone Christiansen y Per Tronsmo presentan los enfoques noruegos de liderazgo y los programas nacionales para el desarrollo profesional del liderazgo escolar y el programa del Equipo Asesor para asesorar a directores y proveedores locales. Los ejemplos de Australia del Sur e Israel presentados por Susanne Owen y Dorit Tubin presentan el trabajo de secciones particulares de los ministerios de educación que buscan impulsar el aprendizaje innovador y proporcionar las condiciones para apoyarlo. Esta superposición de oportunidades de aprendizaje en red ayuda a mantener y ampliar su influencia de liderazgo. Tanto CIEL como el programa anterior se han basado en investigaciones internacionales sobre el desarrollo del liderazgo escolar, en particular el trabajo de Stefan Huber y Viviane Robinson.;4
"El despliegue de armas de destrucción masiva, y en particular de armas químicas, biológicas y nucleares, se cierne sobre todo en todo el mundo con profundas ramificaciones en la salud de la población; sin embargo, el derecho internacional humanitario no está estructurado adecuadamente para abordar la complejidad de estas amenazas y, en particular, los determinantes sociales que las permiten. para mantener. Este trabajo articula el papel preciso del derecho penal internacional en la promoción, protección y validación del vínculo inextricable entre la salud y los derechos humanos, desafiando un statu quo que ha anunciado el comercio y la seguridad nacional como los factores preeminentes y posiblemente exclusivos de la intervención internacional.";16
Central para ellos es el bienestar de los beneficiarios de la atención. Sin embargo, en su diseño e implementación, las políticas de cuidados pueden contribuir a la igualdad de género, o ser perjudiciales para ella. El reconocimiento del trabajo doméstico y de cuidados no remunerado de las mujeres puede actuar como un punto de entrada para incorporar una perspectiva de género en las políticas de cuidados y, como resultado, ayudar a reducir y redistribuir los cuidados.;5
Entre 2005 y 2016, las tasas de informalidad de las mujeres han fluctuado entre un mínimo trimestral del 56,2% y un máximo del 59,4%, mientras que las de los hombres se han mantenido entre el 49,2% y el 52%. Entre los trabajadores informales, los empleadores y los trabajadores asalariados tienden a estar en mejor situación, mientras que los trabajadores por cuenta propia y los empleados domésticos se encuentran en peor situación en términos de salarios, seguridad laboral y protección social. Las mujeres mexicanas son mucho más propensas a trabajar en la segunda categoría que en la primera. Mientras que 48.8% de los trabajadores hombres (entre 15 y 64 años) en México reportan nunca haber cotizado a la seguridad social en su vida productiva, la cifra es de 64.6% entre las mujeres (estimaciones de la OCDE de la ENIGH, 2014). ;5
El cambio climático puede aumentar la importancia de mantener los activos naturales y, por lo tanto, aumentar la urgencia que se siente tanto por los objetivos de mitigación como de adaptación. Por lo tanto, los dos componentes de la Iniciativa CRGE deben alinearse cuidadosamente para evitar conflictos y consecuencias inesperadas. Todavía no enfrentamos un choque significativo de perspectivas en Etiopía, pero se puede esperar un debate sólido bastante pronto, y es posible que sea necesario explorar formas de forjar un enfoque etíope para el crecimiento verde que se dé cuenta de todos los beneficios potenciales (y gestione las posibles desventajas).;13
